config,total_cores,ranks,threads,interp,norm,mover,denorm,total,scat,ar_mesh,ar_mm,voids,wall,max_abs,max_rel,speedup,efficiency
a,1,1,1,0.087575,0.000465,0.113589,0.000218,0.201847,0.003932,4e-06,1.1e-05,2,0.710564136505127,0.0,0.0,,
a,2,1,2,0.045438,0.000502,0.058366,0.000285,0.104591,0.00399,4e-06,1.1e-05,2,0.566821813583374,0.0,0.0,1.9298696828599018,96.49348414299509
a,4,1,4,0.025748,0.000567,0.03168,0.00031,0.058305,0.003961,5e-06,1.3e-05,2,0.519230842590332,0.0,0.0,3.4619157876682958,86.5478946917074
a,8,1,8,0.020448,0.000618,0.022914,0.000326,0.044307,0.003817,7e-06,8e-06,2,0.4462289810180664,0.0,0.0,4.555645834743946,56.94557293429933
a,16,2,8,0.011965,0.000825,0.013289,0.000352,0.026431,0.005138,0.002867,0.000318,2,0.6573171615600586,0.0,0.0,7.6367522984374405,47.729701865234006
a,32,4,8,0.074071,0.001078,0.029285,0.000399,0.104833,0.006121,0.074423,0.000618,2,1.8932089805603027,0.0,0.0,1.9254147072009768,6.016920960003053
a,64,8,8,0.062974,0.002079,0.027574,0.000323,0.092951,0.00916,0.06865,0.001618,2,2.1775319576263428,0.0,0.0,2.171541995244806,3.3930343675700096
