threads,algo_time,speedup,efficiency_pct,interpolation,normalization,mover,denormalization,voids
serial,0.095322,1.0,100.0,0.039215,0.000449,0.055567,9.1e-05,2
1,0.085357,1.1167449652635402,111.67449652635402,0.038988,0.000331,0.045945,9.3e-05,2
2,0.074201,1.284645759491112,64.2322879745556,0.033924,0.000372,0.039801,0.000105,2
4,0.04021,2.3706043272817707,59.265108182044266,0.019031,0.000383,0.020636,0.00016,2
8,0.024139,3.948879406769129,49.36099258461411,0.011684,0.000405,0.011875,0.000175,2
16,0.027035,3.5258738672091736,22.036711670057336,0.014213,0.000375,0.012214,0.000232,2
